Country/Region,Province/State,LastUpdate,Confirmed,Deaths,Recovered,Latitude,Longitude
China,Macau,2020-03-11T18:52:03,10,0,10,22.1667,113.55
Senegal,Senegal,2020-03-13T23:33:05,24,0,1,14.4974,-14.4524
Martinique,Martinique,2020-03-14T14:53:04,9,0,0,14.6415,-61.0242
US,South Dakota,2020-03-14T16:53:03,9,1,0,44.2998,-99.4388
Jamaica,Jamaica,2020-03-13T22:22:02,10,0,0,18.1096,-77.2975
Kazakhstan,Kazakhstan,2020-03-15T18:20:18,9,0,0,48.0196,66.9237
New Zealand,New Zealand,2020-03-15T18:20:18,8,0,0,-40.9006,174.886
US,Kansas,2020-03-14T22:33:03,8,1,0,38.5266,-96.7265
Venezuela,Venezuela,2020-03-15T18:20:18,10,0,0,6.4238,-66.5897
Cambodia,Cambodia,2020-03-14T12:53:07,7,0,1,12.5657,104.991
Jordan,Jordan,2020-03-15T18:20:18,8,0,1,30.5852,36.2384
Reunion,Reunion,2020-03-15T18:20:19,7,0,0,-21.1151,55.5364
US,Montana,2020-03-15T18:20:19,7,0,0,46.9219,-110.4544
US,New Hampshire,2020-03-14T16:53:03,13,0,0,43.4525,-71.5639
Australia,Tasmania,2020-03-15T18:20:19,6,0,0,-41.4545,145.9707
Ghana,Ghana,2020-03-15T18:20:18,6,0,0,7.9465,-1.0232
Paraguay,Paraguay,2020-03-13T23:33:06,6,0,0,-23.4425,-58.4438
Turkey,Turkey,2020-03-15T18:20:18,6,0,0,38.9637,35.2433
US,Delaware,2020-03-14T18:13:20,7,0,0,39.3185,-75.5071
US,Hawaii,2020-03-15T18:20:19,6,0,0,21.0943,-157.4983
US,Maine,2020-03-15T18:20:19,12,0,0,44.6939,-69.3819
US,Mississippi,2020-03-14T16:53:03,10,0,0,32.7416,-89.6787
Bangladesh,Bangladesh,2020-03-15T18:20:18,5,0,0,23.685,90.3563
France,French Guiana,2020-03-15T06:53:03,7,0,0,3.9339,-53.1258
US,Idaho,2020-03-15T18:20:19,5,0,0,44.2405,-114.4788
US,Missouri,2020-03-15T18:20:19,5,0,0,38.4561,-92.2884
US,Vermont,2020-03-14T22:33:04,8,0,0,44.0459,-72.7107
Canada,Manitoba,2020-03-14T00:13:05,4,0,0,53.7609,-98.8139
Cuba,Cuba,2020-03-13T23:53:02,4,0,0,21.5218,-77.7812
Guyana,Guyana,2020-03-15T18:20:19,4,1,0,4.8604,-58.9302
Liechtenstein,Liechtenstein,2020-03-14T20:53:02,4,0,0,47.166,9.5554
US,Oklahoma,2020-03-14T16:53:03,7,0,0,35.5653,-96.9289
Uruguay,Uruguay,2020-03-14T16:33:03,4,0,0,-32.5228,-55.7658
France,French Polynesia,2020-03-15T18:20:19,3,0,0,-17.6797,-149.4068
Honduras,Honduras,2020-03-15T18:20:19,3,0,0,15.2,-86.2419
US,Guam,2020-03-15T18:20:19,3,0,0,13.4443,144.7937
US,Puerto Rico,2020-03-14T18:33:03,5,0,0,18.2208,-66.5901
US,Wyoming,2020-03-15T02:53:03,3,0,0,42.756,-107.3025
Ukraine,Ukraine,2020-03-13T22:22:02,3,1,0,48.3794,31.1656
United Kingdom,Channel Islands,2020-03-15T18:20:19,3,0,0,49.3723,-2.3644
Aruba,Aruba,2020-03-13T23:53:03,2,0,0,12.5211,-69.9683
Burkina Faso,Burkina Faso,2020-03-13T22:22:02,3,0,0,12.2383,-1.5616
Cameroon,Cameroon,2020-03-13T22:22:02,2,0,0,3.848,11.5021
Canada,New Brunswick,2020-03-15T01:53:02,2,0,0,46.5653,-66.4619
Canada,Saskatchewan,2020-03-14T00:13:05,2,0,0,52.9399,-106.4509
Congo (Kinshasa),Congo (Kinshasa),2020-03-13T22:22:02,2,0,0,-4.0383,21.7587
France,St Martin,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
Jersey,Jersey,2020-03-14T16:33:03,2,0,0,49.19,-2.11
Kosovo,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.903
Monaco,Monaco,2020-03-14T23:13:05,2,0,0,43.7384,7.4246
Namibia,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
Nigeria,Nigeria,2020-03-13T22:22:02,2,0,0,9.082,8.6753
Seychelles,Seychelles,2020-03-15T07:33:03,2,0,0,-4.6796,55.492
Trinidad and Tobago,Trinidad and Tobago,2020-03-14T16:15:01,2,0,0,10.6918,-61.2225
Andorra,Andorra,2020-03-13T22:22:02,1,0,1,42.5063,1.5218
Antigua and Barbuda,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964
Australia,Australian Capital Territory,2020-03-14T01:53:03,1,0,0,-35.4735,149.0124
Australia,Northern Territory,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
Bhutan,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
Canada,Newfoundland and Labrador,2020-03-15T02:13:21,1,0,0,53.1355,-57.6604
Canada,Prince Edward Island,2020-03-15T02:13:21,1,0,0,46.5107,-63.4168
Cayman Islands,Cayman Islands,2020-03-13T12:33:03,1,0,0,19.3133,-81.2546
Central African Republic,Central African Republic,2020-03-15T18:20:19,1,0,0,6.6111,20.9394
China,Tibet,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
Congo (Brazzaville),Congo (Brazzaville),2020-03-15T18:20:19,1,0,0,-4.0383,21.7587
Cote d'Ivoire,Cote d'Ivoire,2020-03-13T22:22:02,1,0,0,7.54,-5.5471
Curacao,Curacao,2020-03-14T16:15:18,1,0,0,12.1696,-68.99
Equatorial Guinea,Equatorial Guinea,2020-03-15T06:41:54,1,0,0,1.5,10
Eswatini,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659
Ethiopia,Ethiopia,2020-03-13T23:33:06,1,0,0,9.145,40.4897
France,Mayotte,2020-03-14T20:53:03,1,0,0,-12.8275,45.1662
France,Saint Barthelemy,2020-03-14T16:33:03,1,0,0,17.9,-62.8333
Gabon,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
Guadeloupe,Guadeloupe,2020-03-13T12:33:03,3,0,0,16.265,-61.551
Guatemala,Guatemala,2020-03-14T01:33:03,1,0,0,15.7835,-90.2308
Guernsey,Guernsey,2020-03-13T22:22:03,1,0,0,49.45,-2.58
Guinea,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966
Holy See,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
Kenya,Kenya,2020-03-13T22:22:03,3,0,0,-0.0236,37.9062
Mauritania,Mauritania,2020-03-15T18:20:19,1,0,0,21.0079,-10.9408
Mongolia,Mongolia,2020-03-13T22:22:02,1,0,0,46.8625,103.8467
Nepal,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.124
Rwanda,Rwanda,2020-03-15T06:41:54,1,0,0,-1.9403,29.8739
Saint Lucia,Saint Lucia,2020-03-14T16:15:18,2,0,0,13.9094,-60.9789
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
Sudan,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
Suriname,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
Togo,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
US,Alaska,2020-03-13T14:53:03,1,0,0,61.3707,-152.4044
US,North Dakota,2020-03-12T09:33:03,1,0,0,47.5289,-99.784
US,"Virgin Islands, U.S.",2020-03-14T16:15:18,1,0,0,18.3358,-64.8963
United Kingdom,Gibraltar,2020-03-14T16:33:03,1,0,1,36.1408,-5.3536
Uzbekistan,Uzbekistan,2020-03-15T18:20:19,1,0,0,41.3775,64.5853
Australia,From Diamond Princess,2020-03-14T02:33:04,0,0,0,35.4437,139.638
US,West Virginia,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
occupied Palestinian territory,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
